A,B,D,H,F,E
373,31,571,121428,7786,1377
373,2512,1738,-4226727,3526,1377
373,3699,911,-3230660,8986,1377
4848,2323,1786,19354226,3680,1673
4848,4272,1154,18573216,4020,1673
3781,2323,177,13884790,3680,789
2101,1582,834,3094813,7223,818
2101,1954,614,3214445,2979,818
2101,4688,986,-208167,917,818
1717,1582,564,2055841,7223,546
224,1919,723,-1337261,1196,55
1375,1723,500,1029125,5778,2320
1375,4907,342,212431,4405,2320
2425,1694,543,4960783,6159,1836
2425,232,1111,5622873,7346,1836
4270,3015,1482,13764670,1779,1453
4270,3131,641,16225929,413,1453
4270,1506,270,17826280,3228,1453
504,3015,1751,-5025249,1779,2216
504,3026,700,-1864184,935,2216
504,4490,342,-1281564,7571,2216
649,1379,1291,-1359088,9568,2937
3083,3726,950,5965189,3818,970
4184,4886,1133,11970018,4988,1933
1935,4440,1314,-2089935,2874,93
1935,119,1997,3506582,1548,93
3400,4280,370,9976400,3773,2930
2510,3844,1772,-511468,952,195
1451,3844,1916,-5259703,952,387
1451,2670,1488,-1867559,9619,387
100,4162,223,-918126,7429,597
100,1682,760,-1268320,2548,597
1618,4875,442,463174,3749,745
1618,1202,1596,699532,7985,745
4994,388,280,24831396,3857,2421
4994,4103,1974,16840714,7547,2421
3803,4124,141,13881325,375,1893
3803,1546,858,13136341,2174,1893
4643,3214,1990,15161589,152,2566
271,191,1638,-239417,5709,437
271,24,1727,31993,3125,437
271,3517,482,-1621753,1509,437
4583,4838,844,16920617,5753,139
3377,4826,153,10665751,6969,405
3377,277,1180,11077269,4787,405
3988,4826,440,13780704,6969,1363
3988,443,1249,15350837,5998,1363
3988,527,1218,15262258,4489,1363
3988,4779,1811,7249375,9683,1363
1475,2139,1849,-1779386,9136,308
3328,4745,1714,2942654,5971,1130
3328,4386,619,8360650,6813,1130
4168,4607,209,16409361,6857,2469
4168,3659,226,16545290,6473,2469
4095,3519,1294,12215439,1842,2280
363,2391,1347,-3088908,8687,604
363,831,442,-235533,4992,604
1558,2950,1929,-3263186,4766,2685
1558,4771,1735,-5850321,4879,2685
3543,2542,34,12466421,8800,1172
3543,2371,1911,8021868,1995,1172
4234,2059,161,17595257,6500,1906
4234,1656,1003,16265788,5852,1906
4234,3971,1902,10373914,3103,1906
4234,4223,1605,11148841,4967,1906
1462,4615,1612,-5301936,8488,745
2549,730,1858,5141061,4920,2577
2549,1154,1939,4259795,2303,2577
1341,845,816,1108761,9383,2145
1341,2247,1324,-1176747,8684,2145
3893,845,1885,13562624,9383,261
4383,845,1596,17862069,9383,903
4383,43,1633,19140470,6235,903
3005,4697,512,6625161,9639,1844
4180,662,1233,16656154,2779,2817
4180,4123,17,17402309,9065,2817
4180,3570,484,15744520,2613,2817
4180,3031,1001,14438369,1072,2817
1821,2353,1980,-1342899,5543,1463
1821,978,1415,1932171,7753,1463
1821,2795,650,1499291,7536,1463
1821,1265,1206,1790451,219,1463
632,1286,956,-829992,9344,1037
4560,1749,241,20372091,1679,2900
4560,2624,1840,15965440,8559,2900
1569,1749,530,1534791,1679,2036
956,1749,1413,-1557401,1679,61
3144,1946,360,9184176,4225,1116
3144,2340,1866,5518296,7261,1116
2490,3894,1695,-400230,2507,1598
2490,1357,493,5531099,6136,1598
2287,3894,1333,39667,2507,362
2287,2444,1848,713857,3043,362
2597,3894,1551,704815,2507,1839
2597,2257,1527,3297970,5187,1839
2597,1468,1672,4289913,8699,1839
2597,759,303,6514432,4567,1839
4916,1362,1305,22389646,8234,1617
4916,2190,1294,21333196,7836,1617
4916,4871,1452,17094364,136,1617
2636,647,1036,6278204,3126,594
2636,1785,1606,4081786,9267,594
303,454,156,20985,839,2088
1185,454,894,998349,839,2928
1185,4040,797,-1815655,8640,2928
1185,152,232,1368961,954,2928
3982,875,1686,14381074,2295,660
3982,2141,559,14659505,1825,660
3982,3761,931,12354833,2247,660
3982,333,471,15699481,5011,660
4561,2763,1130,17680531,9933,2891
2117,3635,1498,-963541,9097,1742
2117,1351,746,3473843,9871,1742
258,3635,1645,-5913011,9097,2144
258,2184,559,-1154292,4739,2144
1850,3166,1383,-956078,8100,1982
1850,1861,995,1570805,439,1982
183,3276,914,-2960775,7089,1566
183,2962,14,-7979,3443,1566
183,120,236,5169,4924,1566
183,1465,149,-184796,2788,1566
1870,1525,1133,1769075,3167,1705
1870,2773,1217,122159,2329,1705
2475,2190,11,6101535,7836,2306
2475,4940,1496,-1264615,9570,2306
2475,1588,1166,4274017,7514,2306
2493,2190,408,5321529,7836,2463
4533,2190,900,18577089,7836,2729
4533,2637,1319,17069886,4473,2729
4694,4654,164,21270380,1611,1471
3855,2068,1996,10733297,6502,1470
740,2068,1073,-1671364,6502,2348
3409,2068,537,10510765,6502,1581
323,18,563,94195,6421,827
323,334,299,4463,4810,827
775,18,235,596395,6421,1556
124,18,1316,-8312,6421,1696
124,127,1068,-120260,2955,1696
2441,2071,1925,1971806,2148,1310
2441,889,444,5563765,5722,1310
3151,437,480,9719041,2266,678
2445,3141,386,4765599,104,1201
3563,1434,635,11784379,586,23
3563,2407,501,11489062,7101,23
3563,2916,1548,8181001,2696,23
3691,1434,689,12635455,586,2442
8,1323,363,-480185,8895,26
3929,1323,185,15192286,8895,1616
3429,2732,1491,7684629,5634,2863
3429,389,1560,11151201,4599,2863
4181,3183,261,16649998,2329,1624
4124,3420,1179,12975196,2784,971
4124,3429,31,16901077,6522,971
3105,2282,1619,5946467,6600,457
57,2282,695,-1582741,6600,936
57,1583,784,-1237823,3213,936
2122,2282,1055,2095374,6600,1132
2122,2091,1981,360613,4803,1132
1210,1542,508,680764,3870,1119
1210,594,1013,862378,6674,1119
3225,1542,603,9470799,3870,2790
4336,3866,731,15974850,4918,17
4336,1848,1647,15757240,6572,17
797,1944,1976,-3206135,6238,81
4804,1944,488,22129744,6238,1792
4804,2502,312,22297792,1977,1792
2959,1944,552,7682593,6238,1716
2959,587,150,8667631,4970,1716
4642,2975,552,19905964,376,205
270,1184,86,-28924,439,2919
270,3258,525,-1637550,469,2919
3709,190,1636,13445841,7269,2737
2232,3558,186,4320036,4059,721
2232,3946,1576,-1237072,3625,721
2232,4848,1410,-1853856,4033,721
3318,4518,952,6707988,3581,286
4394,945,1051,18314041,9945,2097
4394,405,1251,18800581,6428,2097
26,945,696,-657044,9945,2373
26,4371,155,-676829,3024,2373
26,303,1467,-443825,9162,2373
213,945,1053,-949716,9945,2006
213,1316,464,-565255,8997,2006
619,3620,1018,-3301999,7792,2954
73,3620,1134,-4099751,7792,464
73,244,1557,-374579,8467,464
3165,2086,296,9399769,158,1513
3165,4393,513,7763616,8437,1513
3025,2086,1530,5959045,158,2404
3025,480,202,9053665,668,2404
2596,1422,665,5793586,9817,163
2596,2213,1336,3782648,2760,163
2596,106,1521,6577990,5330,163
2596,4460,1042,2091896,533,163
3271,1509,1846,7913827,7803,1172
3271,2830,238,10025901,8394,1172
3271,531,1161,10082950,2283,1172
77,1008,171,-166439,1175,1979
77,3257,1548,-5035907,5868,1979
875,2622,1793,-3935621,8604,2738
875,2727,1856,-4295687,7920,2738
3503,787,1310,11240039,2434,1290
979,1939,467,52928,1126,345
979,2107,258,414835,4058,345
979,392,181,887489,9187,345
2914,4276,1098,3796348,8954,1936
2914,4456,451,6481740,6733,1936
2134,4276,1105,-171024,8954,1768
3623,4893,116,12558541,7993,1594
4212,3460,1227,13495524,4359,1813
1665,3865,1985,-4899800,6317,1920
4701,3929,598,19749859,4398,2227
4701,1878,1313,19633587,8309,2227
4701,34,1914,22034325,7350,2227
3679,1479,1225,11723266,3830,1698
4676,1479,82,21743698,3830,1017
4899,1479,57,23915898,3830,54
4899,2518,1447,20356655,2859,54
4136,60,242,17091976,5482,2748
4136,794,196,16950872,281,2748
1944,384,25,3769536,5658,2651
923,558,1553,-14645,8352,1594
1380,4639,170,1115770,3226,295
1380,1153,1463,217561,3141,295
1608,3702,1991,-4785018,7671,2297
1608,183,610,2474034,3510,2297
3504,288,772,12055680,803,1313
3772,1510,1680,11691184,8061,1577
3772,2775,966,11547334,3119,1577
2862,1510,555,7352994,8061,982
2862,1730,1800,5077044,5132,982
1624,1006,1229,1401002,1435,429
1624,2044,117,2398228,8202,429
4059,1006,1025,15444331,1435,871
4059,4156,443,14634373,7675,871
3578,2127,1386,9854062,8064,160
3578,1030,190,12606384,2606,160
1549,2127,1714,-1246277,8064,1995
1549,4795,251,1195856,1591,1995
1549,2645,1074,-441329,9135,1995
1549,794,696,1846777,281,1995
1549,3140,1581,-2564939,7337,1995
2674,748,173,7020872,3725,299
3840,748,1977,13266804,3725,244
3840,858,1831,13174602,2087,244
1820,2104,1798,-470592,3769,873
1820,1751,404,2604996,7359,873
1820,3448,1969,-3476712,4556,873
1615,1129,147,2442262,5788,2952
1855,1129,1835,1369310,5788,2785
1855,3901,1324,-1723899,8880,2785
2558,1129,1137,5259691,5788,1361
2558,627,643,6140203,3067,1361
2290,2321,211,4754369,186,657
2290,4418,1072,508004,52,657
2290,4717,58,4970514,3359,657
2992,2321,1581,5282563,186,152
4839,3875,1340,18223421,3652,2890
4839,131,523,23347408,8101,2890
2171,588,1039,4102309,1481,2237
4873,3060,1660,18666529,9785,1600
1063,4766,932,-3311943,4630,544
1063,94,242,1107221,7256,544
1063,1663,33,1075090,8116,544
4474,1029,1704,18263260,8342,1822
4474,719,225,19854901,954,1822
1135,783,850,622675,1492,1099
1135,4361,1753,-6356608,9767,1099
2641,3037,1112,3597737,3806,1147
2641,1548,674,5931529,2325,1147
1428,3037,522,453870,3806,711
2038,2141,1433,1085391,1825,1582
1454,2141,1746,-1624070,1825,1165
118,2141,1635,-3486611,1825,1424
118,1405,621,-858581,4738,1424
920,3441,736,-1686176,2768,2341
920,3955,896,-2697280,4976,2341
3938,3441,429,14031655,2768,1604
2279,3441,431,3710770,2768,2666
2279,163,1826,4896203,7981,2666
818,1068,1710,-1157156,5037,1701
818,497,1020,162184,6499,1701
2244,2955,1089,1817541,5480,2182
2244,4366,659,2158342,375,2182
2244,3211,1517,164449,500,2182
1632,290,308,2574104,8662,2434
1632,151,1621,2418653,2104,2434
3777,290,495,14122179,8662,1902
3777,4593,623,11404290,1680,1902
4912,1677,517,23260735,8234,2621
4912,1825,1215,21910369,8688,2621
4912,2688,374,23122432,4313,2621
3816,1677,1360,12281136,8234,407
3816,761,576,14123520,4040,407
3255,1985,442,9717655,5425,1918
3255,1597,567,9689526,4174,1918
3255,2209,1617,7023072,7150,1918
972,4539,120,400104,9123,2956
972,163,728,826120,7981,2956
822,1852,1675,-2426416,1635,1989
1508,1925,1934,-1448886,3536,1286
1508,301,1049,1958315,9072,1286
3,4771,27,-128808,4879,218
2492,3724,1919,-936292,6319,1969
2492,2415,583,4802119,9050,1969
272,3009,1963,-5832683,2718,1232
272,1469,570,-763346,7848,1232
1984,3009,903,1219129,2718,805
1984,635,838,3404126,1201,805
1984,1364,829,2805500,3651,805
2461,3409,661,3803172,7123,2588
2461,84,1569,5924725,3760,2588
1835,3837,618,995959,1765,1735
4581,4493,1479,14340414,3569,908
2192,3961,85,4468179,8957,1046
1017,1025,1140,-134211,4371,2605
3896,3947,411,13556599,1325,2296
425,1716,1092,-1693247,5836,2706
39,1716,1303,-2234427,5836,450
39,1270,697,-883669,6793,450
39,896,1146,-1025295,3782,450
2825,544,1265,7292465,1985,1399
3995,544,1153,15332793,1985,1517
3995,400,389,15804425,94,1517
3995,3524,1681,10036181,687,1517
2704,2982,1215,3688486,5701,1283
2704,4114,1670,441236,354,1283
1757,994,1600,1496649,5477,2668
4344,4030,947,15053926,472,2918
4344,3749,1036,14986372,225,2918
4185,4030,719,14616655,472,2300
4185,1808,1775,14305025,7854,2300
4185,4988,1520,9932465,6917,2300
737,650,1349,-333681,1221,777
737,1715,1720,-2406631,6686,777
1970,650,1241,3074250,1221,454
1970,193,868,3713376,876,454
1715,4624,1881,-5756519,7872,337
4330,4531,927,14548663,8924,1640
4477,4531,1091,15100208,8924,203
3839,1917,552,13679737,6637,1787
4025,1917,682,14893231,6637,1447
4025,2745,930,13647775,8814,1447
4478,1917,1382,17403190,6637,1547
924,1220,1171,-574844,3278,103
924,294,70,833196,4994,103
924,4865,1624,-7046984,7747,103
924,2859,1936,-4681248,3481,103
4130,3017,786,14685538,6118,1565
4424,3017,1843,14011445,6118,1830
1633,1166,716,1831833,8047,2417
1633,1634,1416,352945,6202,2417
1896,1656,408,2919168,5852,1518
3626,4341,1401,7066135,5436,796
4732,4341,1383,16388221,5436,183
2639,3834,84,6642265,1365,893
2559,3834,1139,2181555,1365,2226
2796,483,1385,7148661,9749,1159
2796,1760,1078,5920336,1972,1159
2437,2942,557,4300275,8687,793
1658,4368,1649,-4453868,2337,1380
2211,4932,1203,-1044675,7551,1207
2211,4917,1230,-1159389,6166,1207
4593,1949,1041,19066740,3286,2355
3774,2247,1394,11110758,8684,910
3774,1408,1995,11434116,8226,910
2550,3518,321,5373222,6098,1085
2129,3518,1787,-1754025,6098,2064
4378,2400,967,16846084,5308,2806
566,2400,93,97156,5308,469
4295,2447,124,18143597,2551,35
3123,1405,1788,7240989,4738,1971
3123,3560,289,8724289,2176,1971
2580,4179,1250,1432650,8228,624
2580,3651,1301,1906449,5683,624
1471,3723,193,1445302,8374,918
1471,3892,853,-1156035,6705,918
2004,3723,231,3156003,8374,469
1554,3354,106,2059392,5494,2073
1554,2992,392,1242052,6676,2073
1554,1693,1204,376544,2704,2073
1554,2837,1351,-1417871,8542,2073
3697,1519,225,13326034,5266,715
88,1519,481,-722895,5266,1345
88,4971,1702,-8452898,581,1345
88,2469,950,-2337806,1478,1345
3007,4183,1595,2370164,6972,1197
3007,2160,631,7679089,9239,1197
3007,2416,722,7297697,8977,1197
4935,506,1582,23553733,1554,1560
813,4686,1186,-4896627,704,2330
14,3405,605,-2059829,8629,2227
2191,1664,1258,2707169,1904,1313
2191,719,737,4270578,954,1313
1209,3799,1843,-5539876,9426,11
1209,3336,1212,-2581551,7909,11
2099,4344,1606,-2570663,7100,1898
2347,4344,873,1716097,7100,1868
2347,4314,199,4649923,8679,1868
2347,4246,899,1691255,5094,1868
1907,4344,11,3588865,7100,961
1907,4553,432,1669753,298,961
1909,1600,1794,773881,24,2553
3274,737,1054,9942278,1945,1530
2680,148,7,7181364,2043,546
2680,3101,1884,1340116,5382,546
1828,3667,232,2490840,5489,834
1828,2010,112,3116464,8221,834
3842,3667,1191,10393567,5489,1340
3237,3073,1876,4713221,5762,2631
1709,4618,390,1119661,556,1706
4492,3887,1009,16256081,5298,1968
4492,2515,562,18764634,3908,1968
1836,554,1190,2711636,3866,2768
18,554,552,-305484,3866,2552
18,4253,1625,-6910801,4039,2552
2846,3919,625,5650341,8751,264
2817,3919,654,5372463,8751,2743
1015,2143,1023,-1162064,8587,1638
1015,1256,1638,-1027103,1893,1638
1015,815,1398,-109145,1556,1638
651,3939,936,-3263103,9034,2336
4837,2819,1514,19128603,3136,1516
2172,2819,135,4337019,3136,1770
4547,2192,325,19962809,2020,177
4953,424,848,24172657,7133,2909
2874,4593,1577,1016715,1680,1685
2874,2755,1494,4143906,3103,1685
1097,4593,1941,-7711604,1680,515
881,2854,1332,-3025367,5268,1874
881,2740,80,556961,1239,1874
2869,2375,1427,4842036,4119,1466
3494,2375,966,9913786,4119,1298
62,1526,266,-402072,3201,2507
27,1526,1377,-2100573,3201,1753
27,4836,223,-1077699,1096,1753
3942,79,1486,15421970,1071,1252
1965,4361,1889,-4376704,9767,756
1453,182,735,1977439,8768,2136
1453,4354,1913,-6217993,4944,2136
1084,2654,1648,-3198736,2580,719
1084,1474,697,147678,2192,719
2998,2654,1681,4526630,2580,1465
2998,4790,147,8283874,4520,1465
2998,3830,1687,2526794,9708,1465
1137,2654,1796,-3473815,2580,829
4511,3390,1272,16037041,4831,28
4044,2067,668,14973180,4781,1371
3953,3380,1443,10748869,5310,120
3953,597,525,15312784,5437,120
3953,3450,1770,9519709,1765,120
500,3870,94,-113780,8229,1091
500,99,20,248020,9427,1091
500,2727,1020,-2531540,7920,1091
1263,3877,1493,-4193192,3723,2062
4959,3877,1445,18989416,3723,1287
1732,2488,978,566560,7595,1967
1732,2255,949,859829,6249,1967
4945,1935,145,24172450,3670,2376
4945,1185,395,23984950,6452,2376
4945,3900,712,21676225,7747,2376
75,2633,14,-31237,2215,1033
75,3107,516,-1597587,6621,1033
2383,4939,769,1880598,7692,378
2383,1400,1330,3816689,1957,378
2383,820,1347,4574149,9893,378
2383,4346,1481,-757737,4954,378
3205,4939,854,6054119,7692,1999
3205,4985,418,8188295,1539,1999
3205,92,237,10250221,769,1999
3061,1830,1061,7428091,5857,2399
2903,136,1150,8271009,3156,58
2903,2250,1069,6022159,7592,58
348,24,1433,86712,3125,1418
195,623,142,-50441,2539,2212
142,314,1907,-578634,530,1322
1326,827,93,1681365,8566,276
1326,3847,466,-34426,8286,276
1326,1524,764,593940,6243,276
86,309,559,-165335,4147,907
86,3955,923,-3643069,4976,907
3222,1103,1147,9116143,9537,497
4764,90,1327,22576266,383,1659
4764,4638,52,22454520,9969,1659
911,4271,268,-314707,2053,1121
1712,3864,1034,-1064432,6449,1932
1712,4139,399,1279483,295,1932
1928,3668,800,782784,6165,541
1928,726,1033,2967226,4607,541
1928,2932,1441,-507828,679,541
56,2066,811,-1672390,1977,1953
2562,3378,1859,284142,11,1174
1130,1043,1594,-385642,5122,2235
3505,1043,427,11839664,5122,1016
3505,535,646,11939415,1117,1016
3505,2830,60,12115225,8394,1016
2666,1043,1928,5096652,5122,2038
4196,1043,326,17266398,5122,1731
3729,2655,1083,11030076,1208,2864
3729,2165,1368,10943721,1538,2864
3254,1378,1461,8575258,2317,2287
3254,3007,543,8955715,8403,2287
2471,4877,1293,-200120,1412,2079
4872,2877,557,22133895,4002,969
4872,1508,48,23664000,5832,969
1268,3666,1257,-3000338,398,1346
1885,1808,1465,904505,7854,2287
1885,4380,783,123685,9875,2287
228,280,981,-222696,5285,2624
228,1130,1621,-1779746,4281,2624
4436,3348,1634,14207464,2884,9
1656,3348,1945,-3769524,2884,686
1656,2090,1945,-1322714,7332,686
492,1811,228,-170844,5884,139
3075,4123,290,8259955,9065,2437
3075,2658,813,7294671,510,2437
3075,3265,1699,3908390,5058,2437
3321,3797,240,10117761,5285,1064
2972,3797,1947,1440025,5285,2091
4911,3797,1575,18137646,5285,1132
336,3267,244,-684252,2391,2664
2358,1980,511,4548384,8149,1348
1574,2032,113,2247860,6216,2769
1402,1030,192,1767844,2606,489
1402,146,1481,1749378,2681,489
443,978,1977,-1737257,7753,1376
443,1507,1947,-2737880,2248,1376
443,880,761,-473431,7246,1376
1651,1986,189,2350447,805,2157
1651,3358,1054,-813531,7216,2157
1204,1986,1734,-1994108,805,45
1204,3296,330,361936,5199,45
2477,2308,836,4206041,715,1286
2477,2147,1948,1953173,4210,1286
2477,1680,1140,4220329,8174,1286
501,1245,1271,-1331394,6278,639
496,283,1117,-70095,9046,1745
4962,4928,267,23305668,2727,269
4962,4781,406,22680358,7572,269
4962,793,1306,23585786,8341,269
4962,2892,591,22912272,2415,269
3780,4928,1362,7576464,2727,553
3780,3076,1840,8628560,7310,553
4672,4928,708,18338560,2727,1185
3192,3042,585,8409294,4952,1047
3192,1,703,10188161,9016,1047
3361,3146,1062,7955269,5283,23
3361,873,858,10547287,3818,23
2533,879,882,5640811,2619,2924
2533,1976,914,4610025,8652,2924
4515,3487,8,20357329,5050,21
4515,3659,803,17447048,6473,21
4551,1236,781,19746285,4008,480
4551,356,1655,20122421,5144,480
2446,1078,108,5866492,5376,2735
2446,289,1813,5458959,370,2735
2446,897,541,5497639,471,2735
3480,4325,1005,7763775,5986,2433
3693,731,1547,12507392,3243,1735
3117,4995,1976,-154431,7026,1265
3117,1862,1332,7235505,1546,1265
3063,4995,766,5555799,7026,902
1513,765,1593,1070524,1267,238
1513,2614,1710,-2180771,1653,238
1842,765,999,2628729,1267,2381
1842,4390,819,-202446,4042,2381
1221,2090,805,-191609,7332,666
3699,3522,1103,9797835,8420,595
4467,2252,68,19800953,8948,1616
4465,2618,1248,16668961,4631,1181
4465,400,420,19768225,94,1181
4465,2228,241,19399277,6916,1181
259,52,423,45085,2045,1636
259,3535,183,-579824,3978,1636
2044,4194,793,852094,9812,2861
2473,3339,1005,2760034,6299,1070
2800,1399,26,7803626,7157,2703
1653,2291,215,2239844,879,450
1270,2291,1389,-1569299,879,669
1270,773,104,1532508,1818,669
1126,1634,240,875716,6202,2611
1126,4492,612,-1481228,7927,2611
1126,3600,1141,-2839724,4663,2611
2301,1634,102,5127933,6202,1457
3369,1634,144,11114865,6202,2969
3369,2599,1336,7877897,8381,2969
4092,2974,1137,13363026,1508,327
4092,3690,1556,11002824,6919,327
4092,221,1957,16311967,4229,327
4092,3735,903,13371759,5678,327
4092,3452,714,14279736,6196,327
2297,1121,597,4606972,1412,812
2297,2235,603,3928504,7879,812
1166,1121,175,1163381,1412,2951
1166,3563,45,1199221,4473,2951
2321,1121,415,4921826,1412,637
1004,4176,539,-1242848,4023,1773
1004,3616,614,-1212208,6636,1773
904,4176,891,-2903600,4023,1715
904,2418,172,401320,4738,1715
904,2755,1923,-4480649,3103,1715
3976,4214,1224,10650640,4335,1231
703,567,1804,-528659,3740,2309
703,2228,254,-71703,6916,2309
3602,3356,1712,7228932,7212,1823
3602,3615,1029,9254569,5995,1823
3602,4944,474,10630948,4392,1823
4781,3795,54,22653031,5738,2919
1530,3795,1584,-3670380,5738,2483
42,4503,1177,-5298267,8975,921
42,4776,185,-881796,9806,921
1725,1256,1316,1322729,1893,1402
1725,1773,819,1523538,6787,1402
3802,1256,1494,12578740,1893,1166
3802,1081,1303,13046661,679,1166
3802,2166,254,13905040,4249,1166
3283,4393,1253,5273660,8437,108
596,1559,1771,-2405773,8942,431
596,2184,812,-1418192,4739,431
2008,4845,314,2510734,1945,2723
2009,4591,686,886655,2685,1637
679,2812,1685,-4277179,695,578
4407,2812,1155,16173789,695,2437
3279,596,840,10251201,5587,2242
3279,4521,123,10195758,4462,2242
