A,B,D,H
678,1688,630,-603756
1608,183,610,2474034
2186,1691,1635,2013811
3494,2375,966,9913786
3775,1391,781,13164254
4792,1590,1965,19838914
3489,4648,1946,3128113
288,1118,1456,-1544864
3893,845,1885,13562624
4010,3141,1717,10687003
33,3607,697,-2512990
4634,3714,595,19264126
1721,3047,661,947774
2092,201,949,4185715
4932,703,1504,23267312
4882,3499,190,23169114
3815,3467,34,14436347
2557,2570,726,4672429
1677,3262,1570,-2309011
383,1527,636,-824483
2364,4438,219,4616574
443,880,761,-473431
660,1751,1324,-1882724
1287,1053,1221,370656
4274,3624,956,14802532
4124,3420,1179,12975196
4614,1293,878,20153742
4905,1641,1523,21559782
4054,74,1716,16307932
3012,2448,311,8310816
2146,1639,1899,1492855
2926,3319,713,6195029
838,2572,1001,-1872328
4537,302,1330,20182709
80,2899,929,-2686771
4435,2481,362,18771103
34,2912,918,-2672060
3226,2074,1780,6715356
2951,63,1895,8589016
3031,246,1056,8927185
229,1552,808,-1201575
3299,3094,1028,7702769
315,414,757,-214173
4162,576,1257,16598212
3866,3136,1931,8890340
3259,4220,571,8211461
1898,3676,1767,-2893088
2995,839,1492,7718237
440,2339,1062,-2290418
713,3303,1124,-3204203
4699,88,913,22000257
532,4009,275,-819451
3921,1572,1730,12654681
2670,3630,582,5016240
1805,3719,683,717948
391,2137,891,-1751186
2153,4719,1520,-2537471
817,911,601,119978
1277,4151,1273,-3653494
2753,3189,307,6599986
3099,2930,1928,3954761
1875,2297,1747,-497234
3973,1943,1238,13379295
3045,173,1189,9066328
1775,1190,1014,1943965
2266,1907,42,5054662
1643,2880,1748,-2334791
2346,2800,348,4529316
3235,1068,621,9801997
4775,2845,175,22302750
2283,2113,369,4432392
4377,4792,411,17188617
4393,2068,1092,17040193
837,242,302,627485
1352,985,1209,637039
1075,1107,1790,-825905
1425,4997,1308,-4505451
4383,845,1596,17862069
1706,1212,301,2545624
2916,129,385,8453391
181,3,1639,27844
2647,3988,1266,1957801
2138,2552,327,3736540
226,3131,772,-2366056
870,1179,860,-257040
292,962,431,-329358
674,3384,1101,-3271508
475,3217,1080,-3248735
1731,2097,339,2285478
1544,4070,1262,-2752404
3461,4637,319,10499318
1871,4379,1438,-2796361
4520,2801,10,20402390
4299,1889,552,17438673
1137,2654,1796,-3473815
3498,1014,1955,10253634
2323,2797,686,3477587
1549,3140,1581,-2564939
3600,3446,877,9937858
508,3464,655,-2010856
2113,1394,973,3108407
4030,3087,1360,12042580
4521,270,1570,20015541
414,3148,1897,-5800360
3939,556,610,15176561
2280,1157,762,4316766
4800,3776,417,21465408
1507,2454,762,401101
4849,248,92,23489985
1703,2878,1323,-907385
2588,4709,192,5793616
4838,3597,911,20129377
310,2450,12,66700
3506,1726,685,11109726
953,1174,1083,-363233
3957,4608,1878,7004025
734,1244,249,229000
1096,2449,923,-1059211
4491,231,371,20083380
3057,311,1275,8948724
2948,4750,1763,316454
2504,2098,25,6217566
2391,3692,1246,1116649
3366,975,1482,9885006
3126,3904,82,9451748
4806,968,244,22861444
2781,689,1069,6997420
2778,461,1361,7089863
1407,3832,1835,-5052071
4579,1876,943,19198173
1556,1656,1802,-562976
87,3049,935,-2843246
4871,1134,1184,22383985
2003,1588,821,2708261
2569,4204,982,2471433
2006,4167,1523,-2322305
2597,1468,1672,4289913
2241,1447,1212,3268317
1873,3181,912,607057
2450,2029,1819,2311749
2659,3943,1711,323808
3888,4700,382,13321144
4679,883,1360,20692161
4437,3453,545,17805084
732,485,136,469864
784,215,421,524141
4318,4862,1519,11259746
1472,1397,884,931836
4443,2957,958,16907443
2650,2230,1911,2760970
3755,545,517,13818260
89,2293,1348,-3083043
1411,2185,27,1931926
943,1798,167,588983
1090,4231,521,-1016251
1443,207,1451,1781892
2530,392,1021,6000668
4813,4367,1769,15439746
1343,3158,656,-267999
705,1453,931,-855718
2757,809,307,7352686
696,1720,1697,-2434424
4589,2214,86,20868517
4796,1211,666,22195090
3616,2448,1456,9511168
1609,4712,356,911409
4137,1663,1740,14221149
4548,3817,725,17916979
2233,2184,351,4219705
2612,1571,1331,4731543
1873,900,294,3243529
27,1526,1377,-2100573
3114,3718,925,6257846
2319,1263,1755,3161196
4750,1681,1255,20452845
85,1742,115,-193105
4950,1045,136,24360380
10,1186,201,-238286
2484,1432,1685,3757336
2670,1862,767,5700746
3171,2987,1944,4248513
2006,1092,1710,2156716
549,4749,992,-4409607
2446,897,541,5497639
2387,692,1541,4631397
3195,4870,1118,4763365
2693,4148,1124,2589897
3118,3026,1069,6487130
1541,3042,192,1790617
4475,1793,1248,17787961
863,3451,222,-21353
3289,1221,493,10215568
3809,622,1547,13546247
2222,1065,1801,3019219
623,1123,1596,-1404179
2991,59,644,8908085
1116,3274,1580,-3927464
3001,2230,1207,6314391
2069,114,1278,4135069
324,1915,1706,-3162014
4415,785,437,19149180
3453,4116,632,9321897
4888,1493,1850,21130494
2506,3221,1211,2379405
2959,587,150,8667631
4609,3199,1410,16732291
2924,3631,1378,3546258
502,2695,693,-1615631
2256,2368,1216,2210048
1385,4127,1788,-5460851
1602,2499,1038,-27558
273,2223,31,5616
591,2967,1427,-3884628
3715,1147,1214,12408767
2912,344,1171,8076920
2558,627,643,6140203
2640,4827,1467,-111609
2043,4633,117,3631788
4419,2701,1986,14163375
3847,2186,488,13732641
4865,4358,1012,19257929
1401,4607,654,-1050177
4377,2292,910,17072409
1022,3684,558,-1011188
3342,2513,727,9342013
2233,1675,1545,2398414
3975,2940,796,13460385
1076,1297,83,1050125
1702,2240,850,992804
1935,119,1997,3506582
1324,15,770,1741426
4457,3500,1246,15503849
1516,563,525,2002681
4149,2150,1365,14279451
2154,2325,1953,98991
3445,1096,1803,9891937
3023,498,474,8902477
586,518,1077,-214490
3161,1923,1825,6482446
2775,4329,214,6774219
2768,2747,228,7035508
3950,4999,1339,8908839
4097,1764,1160,14739169
2740,4118,1106,2953092
4135,1091,726,16306159
355,2958,661,-1829213
3982,333,471,15699481
20,935,1394,-1302990
3518,353,1902,11704918
175,917,1794,-1614473
4856,1622,302,23090892
4135,1277,1916,14651493
3564,292,805,12467036
1445,1048,329,1743233
4679,4150,1078,17419341
3420,3991,485,9760765
366,4461,1021,-4420725
2034,3429,915,999621
3650,3940,1682,6695420
4635,69,937,21418572
3800,2255,1094,11973030
1240,2358,1911,-2968538
654,4763,476,-1839472
675,4923,537,-2188026
366,4523,360,-1494324
3220,213,92,10348804
4545,4688,1206,15003297
2549,1154,1939,4259795
742,240,1780,123364
4640,3341,300,20527300
3478,126,1611,11893498
1397,2236,894,-47375
1889,3065,67,3362966
1116,574,848,758704
2483,966,213,5959531
4117,892,947,16104965
116,3764,359,-1337820
511,4557,1555,-6825014
4176,4846,543,14807598
637,2718,1532,-3758207
2019,4772,1640,-3749719
817,1193,1253,-827340
479,2796,1236,-3226415
988,2430,1470,-2595956
32,451,1657,-746283
476,3430,710,-2208724
4297,4533,313,17045380
1774,2695,741,1150081
1972,3325,1490,-1065466
793,4558,1847,-7789777
229,872,1722,-1449143
4009,758,1052,15274665
1645,799,1063,1856688
353,4750,119,-440641
2725,1661,382,6791123
3911,169,440,15221561
960,1820,819,-568980
1533,2802,442,1111605
146,1643,1325,-2155659
3337,3202,390,9886789
558,4856,1750,-8186636
1101,1017,609,592848
323,334,299,4463
25,3190,1240,-3954975
4288,2248,1951,14001096
2732,2874,1541,3034990
4439,1989,1646,16430827
102,3909,1451,-5661555
4943,1663,268,23987565
4786,1454,946,21530312
594,4036,708,-2504652
969,2235,957,-1199934
4057,2147,678,15003583
4724,3385,1877,15962531
4768,273,450,22610974
325,4935,1607,-7824920
1882,4557,411,1668997
593,2106,1543,-2897909
1459,968,1794,392089
4985,1067,395,24428760
1691,4735,650,-218269
2959,1944,552,7682593
3192,3042,585,8409294
769,13,1200,575761
543,776,470,-69871
2310,1319,1931,2789111
290,4655,616,-2783380
2178,1060,1186,3486524
780,4267,518,-1601906
2418,2546,17,5803442
109,3246,1104,-3571703
2308,1472,1221,3529552
2122,2091,1981,360613
2354,2659,187,5044083
4189,3079,592,15724953
936,3355,1825,-5246779
1736,3137,894,209218
3690,3442,1160,9623380
2273,678,548,4794985
1632,151,1621,2418653
4789,3470,693,20529811
383,3474,548,-1757063
4490,4211,1205,15085845
4752,166,113,22562746
4545,2004,392,19871457
622,4115,733,-2629411
2738,4874,1661,-599070
3044,2421,1943,4561933
1627,923,1700,1078029
4037,976,1680,14657689
178,141,676,-63632
2706,3618,1730,1063296
2232,3946,1576,-1237072
2252,483,1192,4495768
683,4433,1919,-8040438
3391,266,1664,11056257
1852,1849,903,1760257
3702,4847,1412,6860840
3459,2146,301,11318735
4872,1508,48,23664000
4722,4978,1249,16079762
545,296,696,91009
1364,553,1991,759473
3967,1833,1605,12795124
3221,4909,528,7782889
980,4171,1586,-5654806
4752,2912,425,21343904
1403,752,835,1340489
4792,2616,1825,18189064
3888,1122,1677,13234950
494,113,519,185389
2430,1352,940,4634020
1891,423,153,3511162
1602,4094,1642,-4155944
156,2558,1254,-3183396
1706,2633,1840,-1934284
1569,1749,530,1534791
253,927,966,-831473
3988,443,1249,15350837
3349,2836,521,9738245
1449,2396,282,1423929
270,1184,86,-28924
118,2141,1635,-3486611
1652,4625,431,735729
1398,2239,1596,-1619040
977,4956,694,-2484935
3496,1383,537,11479345
277,1733,1887,-3193442
685,4994,927,-4160213
4951,4953,391,22575778
4018,3248,255,15316084
1069,2176,1323,-1736087
3216,1647,1964,7107948
2787,968,1987,5843953
778,2237,873,-1347617
2493,2190,408,5321529
3801,2860,1424,10374961
4297,634,1666,17407965
321,4079,1774,-7133105
3239,1631,1063,8757368
881,2740,80,556961
202,658,64,-1308
956,1749,1413,-1557401
285,881,1006,-805061
3131,3385,429,8350996
3223,3081,706,8212543
1939,424,818,3412889
4991,3061,1299,20933842
3075,3265,1699,3908390
2615,652,402,6576121
110,3377,1068,-3594536
2195,1204,1728,2737513
4291,1818,1624,15460249
369,3841,724,-2644723
902,3173,461,-649149
856,2338,426,-263252
4317,2285,91,18428554
675,1212,25,425325
4552,631,1864,19544520
3127,3718,1278,5026525
4703,2181,924,20102965
2627,2296,1184,4182665
2273,2311,1804,997485
4789,3799,1222,18292143
4736,2043,1146,20088418
4185,4988,1520,9932465
2538,4540,1170,1129644
34,3027,1149,-3476867
4759,687,640,22208401
2744,6,1002,7523524
1161,1595,1391,-870724
2228,4361,1491,-1538267
2795,2716,1537,3637533
1922,1434,847,2479486
3984,1730,1474,13322236
2841,2081,1396,5166205
3932,2051,559,14314115
2402,1907,1991,1972767
3173,4049,1117,5545196
2089,3852,982,581257
713,2080,1237,-2064591
2152,4748,1203,-1080740
2840,3017,1116,4698628
2975,1141,1944,6632521
3565,2257,197,12264596
2852,2741,1278,4630906
3742,3406,1768,7980756
4573,3002,583,19162163
1742,4737,719,-371339
289,425,963,-325754
3135,1263,749,8882238
3809,1683,622,13461655
3257,3601,1615,4792434
1555,3082,808,-72231
4856,3123,426,22250338
2041,1442,1485,2024311
3017,3416,740,6574449
3451,4782,392,10034857
3168,4634,1284,4086168
4618,1802,728,20014068
186,1456,691,-971500
279,3785,1829,-6844924
3743,971,523,13502216
4033,2489,1218,13233487
1727,2430,1966,-1794851
2373,1455,1581,3330774
2788,1390,1544,5626784
3275,4114,1901,2904911
4764,4638,52,22454520
87,817,1873,-1522672
4206,3633,1405,12586071
3188,1058,373,9768710
3646,110,223,13268786
226,292,186,-3236
4203,2881,862,15181787
3236,2006,1495,7472726
4157,4524,62,17000161
2366,999,188,5410144
1636,1421,707,1671849
186,120,444,-18684
1215,1679,1418,-904597
1938,4563,1774,-4338918
3021,3513,1001,5609928
1535,2625,1728,-2179775
2983,4285,367,7325694
636,2770,1569,-3941634
770,2016,929,-1279964
4394,405,1251,18800581
2215,1535,1948,1916045
3736,1385,294,13550506
644,3977,1933,-7272805
2957,4099,1107,4206256
363,831,442,-235533
4777,2794,119,22487243
4868,1798,349,23069922
1344,2761,28,1729028
4983,3829,213,24014712
1500,517,1923,1255809
2019,2450,1441,545911
952,232,1203,627208
3662,2077,1563,10163893
2826,3045,897,5254911
4699,4611,811,18341080
72,2843,1540,-4373036
504,4490,342,-1281564
4552,3775,142,20184654
2189,2465,230,4224771
1209,3799,1843,-5539876
2075,1885,995,2430050
4993,3383,1893,18526030
3930,177,830,15297990
3734,151,508,13866048
1628,3505,1875,-3921491
1744,477,846,2637994
4464,2,589,19926118
2968,1616,1596,6229888
3393,894,989,10628283
35,4234,571,-2416389
2906,4170,643,5763526
2054,4833,521,1700923
4790,1249,899,21821249
276,1153,836,-887732
4428,2565,481,18373419
1884,498,562,3269580
4630,1819,1903,17975343
4955,4510,1641,17151115
1126,4492,612,-1481228
1187,1702,231,1015807
2254,2843,1357,1222565
3094,3810,666,7035376
859,4307,785,-2643114
2803,3346,223,7110651
2515,337,914,6017207
2557,1748,1352,4174953
1549,794,696,1846777
955,901,472,486753
1084,1474,697,147678
1570,3619,1670,-3578830
1439,2764,398,970649
2131,1652,749,3303813
2958,1247,1729,6593701
4068,1100,79,16461724
4658,3448,853,18755820
3512,284,1511,11905020
3505,535,646,11939415
4554,2084,1739,17114840
587,4608,1343,-5843975
2904,161,1529,8187047
3323,2754,1892,5831761
4562,4707,1619,13191211
209,4909,1258,-6131841
3981,2857,1256,12259969
1825,305,1666,2822495
3150,3668,1426,4691932
1599,3875,1380,-2790699
1145,975,1636,-284075
2964,742,26,8766004
2499,295,1047,5936136
3880,989,1572,13499692
4755,1795,140,22358725
3000,1126,245,8724130
3317,921,848,10221481
3549,149,1792,12328393
3194,3744,1650,4024036
2106,3195,1588,-638424
2075,419,688,4017353
2325,2636,706,3544609
715,2367,1009,-1877078
3724,2706,1558,9652228
2744,1276,993,6262468
1549,2645,1074,-441329
185,2957,1268,-3715251
380,4368,1302,-5542736
4049,4355,1318,10654511
1159,1808,449,531489
373,2512,1738,-4226727
205,632,127,-38239
362,4222,1293,-5328002
4030,2273,1480,12876860
472,1803,1344,-2200448
405,2840,1810,-4976375
1625,4148,566,292857
3306,394,184,10857140
635,1981,1950,-3459725
3565,1093,1214,11382323
4061,1801,195,16140526
4612,2852,1089,18164716
1477,811,1416,1033153
1438,541,1996,988008
4485,4182,571,17727303
1656,2090,1945,-1322714
76,2528,366,-919472
2565,310,709,6359435
3231,130,1592,10232401
398,4595,691,-3016741
4987,1391,524,24141285
4937,221,664,24227225
3602,4944,474,10630948
2265,42,1758,5056389
765,2253,1531,-2864118
1966,1628,953,2313672
3143,1920,416,9079729
4942,1938,1839,20859382
2278,4545,1015,576109
2862,1730,1800,5077044
2483,1976,835,4515329
1218,1089,364,1087128
65,536,1626,-867311
332,565,624,-242336
2924,1558,1817,5718890
4834,801,18,23353138
2596,4460,1042,2091896
2318,317,1814,4798086
1542,394,1549,1767458
292,2891,19,30335
3394,1378,624,10659364
3001,3288,416,7638193
1013,1880,1254,-1331351
812,4968,652,-2579792
2402,4636,216,4768228
3898,4940,1126,9631964
817,3458,1885,-5850841
3259,3910,426,8955421
2811,2725,47,7773646
4297,1252,533,17796893
3333,3875,146,10543139
3290,2566,248,10187732
785,2308,1217,-2192611
669,2371,1003,-1930552
4228,914,984,16976608
4402,3372,813,16636168
2855,873,1855,6531610
2823,3893,27,7864218
1742,4120,792,-228476
3901,4306,907,11312259
1727,4684,1878,-5814023
514,2296,1528,-3244092
1062,4688,1283,-4886860
2918,3552,1500,3186724
4799,3898,72,22749745
932,2518,703,-901530
2210,2642,476,3626508
1318,1055,1730,-88026
4900,1986,1225,21577150
2293,3342,1571,7567
3673,3313,1178,9588215
1328,2227,332,1024220
2178,983,1763,3010655
4219,1061,524,17243997
332,3391,602,-1931158
1147,167,1421,1078302
2138,3251,1261,471533
2008,4845,314,2510734
2389,4429,262,4546923
4831,2030,726,21864781
730,3926,1267,-4441342
4431,221,981,19416960
4844,867,739,22823623
1181,2407,320,624521
3166,4599,863,6054619
3490,4502,1644,4778812
2048,1645,485,3396479
3466,276,1753,11529328
1599,2563,1286,-739217
1843,4381,1216,-1930647
2367,4950,427,3489039
1349,2788,215,1220381
3021,527,1050,8573091
2449,1691,864,4536577
2398,2201,99,5532505
899,38,160,802121
4352,1838,706,17642276
2841,4267,249,7008798
1357,4745,1793,-6666336
4412,1207,325,19073469
2526,1142,1685,4456406
2199,4552,1292,-1045583
2409,4709,1177,260788
2887,4027,1418,2624483
1090,1945,1712,-2141740
3475,4656,497,9761593
3483,1298,1630,10015549
12,2801,1879,-5262935
1485,3996,235,1266165
3049,3738,1853,2369887
11,3626,1172,-4249551
4167,3366,1614,11931165
3328,4386,619,8360650
752,451,839,187115
1892,3418,347,2393618
4382,2550,1097,16404574
3548,3739,165,11971369
1857,3324,1250,-706551
837,2573,998,-1867285
4653,2878,1557,17169363
2743,1714,415,6812739
1315,1845,1989,-1940480
3727,700,1740,12672529
1499,518,1864,1281449
1095,4583,173,406166
2999,1886,1056,7002385
3158,525,621,9646939
1866,1330,316,3061676
4345,4911,623,15819472
2725,1192,842,6421961
4240,3421,604,15911316
1550,4682,1500,-4620500
3181,4670,693,6882451
1393,1427,646,1018607
718,3300,218,-203876
4108,697,862,16274850
2219,2488,44,4814489
1666,4266,31,2643310
4927,3088,1678,19093665
2115,4892,1904,-4841143
1656,3348,1945,-3769524
4093,654,1614,15697093
2346,3090,362,4385136
313,1153,784,-805983
1112,1646,1829,-1773990
1124,936,808,507088
1616,4195,1674,-4410974
4765,4554,522,20328037
1476,1319,584,1408280
1087,1024,204,972673
1075,4313,1378,-4787689
2519,187,1910,5988191
1858,895,1550,2064914
4368,4048,279,17950032
4854,3534,773,20829534
2823,781,202,7811567
3810,699,1939,13160739
4845,331,950,23159575
3423,4460,687,8652909
1278,3349,774,-958842
3221,1810,1283,8052611
2416,4661,370,4112486
4304,4139,1811,11028687
1787,1896,733,1803601
3993,3858,1647,9589923
1607,2050,1286,-53851
194,1258,75,-56714
4114,2673,264,16219324
2143,3809,1578,-1418153
2792,4856,325,6217064
1696,1430,1428,834376
1685,2287,982,593391
4160,2750,531,15845350
3448,4434,1625,4683454
1230,4930,429,-602070
2522,4458,278,5121160
4533,2190,900,18577089
2191,719,737,4270578
2834,4599,149,7346305
2108,484,354,4272328
2085,550,112,4285625
344,2171,941,-1924575
989,3712,237,98377
3349,307,1950,10617151
509,4607,242,-855813
2189,2050,54,4681021
2747,4332,1415,1416229
2199,1629,1911,1722582
3178,394,240,10005124
2514,4310,420,4509996
751,2149,1607,-2889442
1905,2579,204,3102909
3596,3874,612,10560328
1422,3047,1835,-3569161
4683,3116,248,21157721
594,4854,556,-2345988
2060,3319,1226,174506
3802,2166,254,13905040
1834,891,931,2534035
3502,2049,1098,10014202
783,647,1574,-405289
3676,1626,392,12875584
3214,3108,766,7949068
3517,3838,495,10469479
459,3239,1068,-3248571
2653,4330,956,2898929
367,2484,949,-2222627
249,1393,507,-644250
1240,3615,1744,-4766960
3396,1141,1215,10146501
1140,1051,53,1243897
2824,1436,329,7502532
1544,1226,630,1611556
1453,182,735,1977439
1758,2347,894,992346
1791,1476,1315,1266741
4712,2507,1925,17376969
2887,1414,419,7742303
10,2468,117,-288656
378,227,37,134485
1651,3358,1054,-813531
2148,4826,570,1863084
1204,3296,330,361936
2931,4927,396,6639669
4434,3657,933,16248375
4733,3407,796,19689317
4740,3366,668,20219112
3421,795,432,11359801
4262,3863,1463,12513075
3246,1787,1250,8302766
388,1457,709,-882469
2765,2708,1094,4682673
1128,1080,1589,-443736
3916,1651,966,13740190
3415,3851,401,10117974
4708,4179,1600,15478864
4025,2745,930,13647775
4995,4402,1555,18104915
3751,2733,1633,9607012
2478,4362,1906,-2173488
3029,4297,1710,1826971
4944,100,1979,24245236
488,2,875,236394
4349,2687,1811,14047644
4798,4481,1397,16760847
3260,3487,535,8762055
4082,469,414,16468558
3350,2634,707,9360262
2111,2804,926,1859817
2254,3525,308,3994816
2229,2308,779,3170509
4125,2560,1957,12005705
1421,104,587,1958193
4267,54,545,18177859
4248,870,808,17342544
4464,3110,75,19694046
4762,2487,634,21099886
2035,770,882,3462085
4235,1449,934,16581859
1714,3565,745,281871
4144,1902,1301,14698234
4606,1991,1511,18206835
4303,811,29,18492290
3069,3911,1925,1890086
4959,3877,1445,18989416
4830,3475,1537,17987825
4414,2572,967,16996272
161,3719,503,-1844736
449,1043,635,-460704
4104,1521,1522,14527854
4371,4219,691,16190312
994,3769,1224,-3625220
2355,76,763,5488037
1779,4483,1271,-2533052
410,2196,1753,-3681488
3235,1279,1820,8137445
2963,1352,1700,6480969
2896,2887,973,5577765
1551,1574,879,1022055
100,1682,760,-1268320
2876,2216,871,6341240
4234,4223,1605,11148841
4622,26,870,21340264
2601,4193,1561,219928
4212,3460,1227,13495524
2077,3187,873,1531678
3499,2875,1824,6999001
2356,2305,692,3955676
1226,1225,1289,-75949
3940,1644,642,14468152
3358,2047,185,10897469
4028,2206,926,14182028
